title,description,content,category
"In the middle of a hepatitis outbreak, U.S. shutters the one CDC lab that could help","All 27 scientists at this CDC lab were told their duties were ""unnecessary,"" and now viral outbreak investigations have been halted","After people started testing positive for hepatitis C in a coastal Florida town in December, state officials collected blood from patients, wrapped their specimens in dry ice and mailed them straight… [+10562 chars]",medicine
HHS will review guidance on the addition of fluoride to drinking water,"HHS Secretary Robert F. Kennedy Jr. has blamed the addition of fluoride — a common, naturally occurring mineral — for a host of health issues. The CDC says the policy has reduced cavities by some 25%.",The Department of Health and Human Services is directing the Centers for Disease Control and Prevention to make new recommendations on the addition of fluoride to U.S. water sources. HHS Secretary Ro… [+4394 chars],medicine
'Your RIF notice is not cancelled.' Inside a chaotic week of massive layoffs at HHS,Health agency staffers describe a week of chaos and continued uncertainty about who still has a job and how the work will get done. To many it's the opposite of 'government efficiency.',"Chaos and confusion dominated the restructuring affecting thousands of workers at the U.S. Department of Health and Human Services this week. 
Some people who were fired are being unfired, at least … [+8208 chars]",medicine
Second child dies of measles as Texas outbreak worsens,"Health Secretary Robert F Kennedy Jr is reportedly headed to the state, which has has 480 cases.","A second child has died from the highly contagious measles virus as an outbreak in western Texas continues to grow. 
The school-aged child was not vaccinated, had no underlying health conditions and… [+3071 chars]",medicine
"Compelling data point to a single, unknown respiratory virus as cause of Kawasaki disease",New research strongly suggests that Kawasaki disease is caused by a single respiratory virus that is yet to be identified. Findings contradict the theory that many different pathogens or toxins could cause this disease that can lead to serious cardiac complic…,Research from Stanley Manne Children's Research Institute at Ann &amp; Robert H. Lurie Children's Hospital of Chicago strongly suggests that Kawasaki disease is caused by a single respiratory virus t… [+4081 chars],medicine
Do You Need a Measles Booster Shot? The Answer May Surprise You,"Most vaccinated people should still be highly protected against measles, but there are important exceptions.",Measles has been making an unwelcome comeback in the U.S. and world lately. Its resurgence might be enough to make many of us reasonably wonder: Just how protected am I from measles? And should I thi… [+5839 chars],medicine
Check out the exclusive 11-slide pitch deck startup Doctronic used to raise $5 million for its AI agents to replace 'Dr. Google',Startup Doctronic wants patients to ask health-related questions to its AI agents instead of WebMD.,"Doctronic cofounders Adam Oskowitz and Matt Pavelle.Doctronic
<ul><li>Doctronic just raised $5 million from Union Square Ventures for its healthcare AI agents.</li><li>The startup's AI gives persona… [+3877 chars]",medicine
"Novel drug delivery platform paves way to potential new treatments for Alzheimer's, other brain-related disorders","Researchers have discovered a way to get anti-inflammatory medicine across the blood-brain barrier, opening the door to potential new therapies for a range of conditions, including Alzheimer's disease, multiple sclerosis, Parkinson's disease and cancer cachex…","Oregon State University researchers have discovered a way to get anti-inflammatory medicine across the blood-brain barrier, opening the door to potential new therapies for a range of conditions, incl… [+3966 chars]",medicine
“This man is not our boss” — EPA workers rally against DOGE cuts,"Environmental Protection Agency workers took to the streets across the US today to protest drastic cuts President Donald Trump and Elon Musk’s DOGE have made at the federal agency whose mission is to “protect human health and the environment.”  Musk, the face…","How do you spell corruption? E-L-O-N, demonstrators chanted while marching in support of the Environmental Protection Agency.
How do you spell corruption? E-L-O-N, demonstrators chanted while marchi… [+4522 chars]",medicine
7 Simple Mental Health Tips That Can Help You Lead a Happier Life,Tired of feeling down? Try these mental health hacks to improve your mood.,"If you're feeling stressed, anxious or sad, it can be difficult to pull yourself toward happiness. However, since happiness has both mental and physical health benefits, it's important to try to do t… [+5636 chars]",medicine
It's easy to eat more protein and boost your gut health at the same time. A doctor explains how.,"Dr. Rupy Aujla told Business Insider he follows a high protein, high-fiber, ""plant-forward"" diet.","Dr Rupy Aujla is a London-based doctor who specializes in nutrition.Faith Mason
<ul><li>Eating enough protein is important for our health.</li><li>But we don't need to eat lots of meat and ultra-pro… [+4627 chars]",medicine
These 7 Mental Health Habits Might Help Improve Your Life,Want to lead a happier life? These mental health tips might help boost your mood.,Our moods are affected by everything around us. Small things like food we eat and how often we move around can impact our mental health. Convincing yourself to be happier or look on the bright side c… [+5722 chars],medicine
A moving story reveals hidden human cost of drug trials,"Drug trials are vital to medicine, but what of those taking part? Jennie Erin Smith's moving new book about what happened in a rural community hit by early-onset Alzheimer's disease gives them a voice","Alirio, a coffee farmer and participant in the Medellín Alzheimers drug trials
Steve Russell/Toronto Star via Getty Images
Valley of ForgettingJennie Erin Smith (Riverhead Books)
After working in … [+410 chars]",medicine
Doctors still seeking cure for brain cancer that struck former Utah Rep. Mia Love,"Mia Love, the first Black Republican woman elected to Congress, died three years after being diagnosed with glioblastoma, a brain cancer that is nearly always fatal.","Mia Love, the first Black Republican woman elected to Congress, was diagnosed with glioblastoma in early 2022.
She died in Utah on Sunday at age 49, her family reported on the social media site X.
… [+3324 chars]",medicine
ChatGPT can remember more about you than ever before - should you be worried?,AI memory is evolving. More helpful? Definitely. More intrusive? Absolutely,"ChatGPT’s memory used to be simple. You told it what to remember, and it listened.
Since 2024, ChatGPT has had a memory feature that lets users store helpful context. From your tone of voice and writing style to your goals, interests, and ongoing pro... [6933 chars]",technical
"Adrian Barich: between dwindling numbers at the tav, online lectures and AI, is campus life on the way out?","We all need to rise up and protest, to push back against the dying of the light, as they say. Those who bought into campus life should defend the rights of young people nowadays to also thrive on campus.","This week’s column is in the form of a warning. It’s to anyone who has any influence in tertiary education; maybe even to anyone who just went to university. We all need to rise up and protest, to push back against the dying of the light, as they say... [3433 chars]",technical
New experimental AI tool could help government build 1.5 million homes,It takes just 40 seconds to complete a task that would take a human one to two hours,"New experimental AI tool could help government build 1.5 million homes
It takes just 40 seconds to complete a task that would take a human one to two hours
A new AI tool, still in development, could help the government to deliver its Plan for Change ... [2492 chars]",technical
Famed AI researcher launches controversial startup to replace all human workers everywhere,"Every now and then, a Silicon Valley startup launches with such an “absurdly” described mission that it’s difficult to discern if the startup is for real","Every now and then, a Silicon Valley startup launches with such an “absurdly” described mission that it’s difficult to discern if the startup is for real or just satire.
Such is the case with Mechanize, a startup whose founder – and the non-profit AI... [5287 chars]",technical
Microsoft is trying to appeal to the wrong audience with Copilot,"AI enthusiasts are choosing to use ChatGPT over Copilot, all while Microsoft attempts to appeal to a wider audience that I don't think is interested.","Copilot might be losing the enthusiasts by trying to appeal to everyone.
Copilot hasn’t had an easy life. Since its inception as Bing Chat in 2023, the AI tool has taken many twists and turns to get to where it is today. For the most part, Microsoft ... [6249 chars]",technical
‘Nobody has done this before’: Britain’s beloved steam trains trial pioneering technology,In-cab digital signalling was tested last week as part of a project to secure the future of main-line locomotives,"About 500 steam trains run across the UK each year, from Penzance in the south to Inverness in the north, ­transporting tens of thousands of passengers to a bygone age, ­bringing joy to the faces of enthusiasts and bemusing commuters.
But the future ... [5134 chars]",technical
I tested Google Pixel 9a to see if it's the best smartphone you can buy for less than €600,"A stunning display, excellent battery life and best-in-class AI smarts are among the reasons Pixel 9a is a winner","I’ve been testing Google Pixel 9a, arguably the most compelling smartphone you can buy for less than €600.
The cut-price device with some of the best AI tools on a smartphone boasts a superb camera system, best ever Pixel battery life and a super smo... [6813 chars]",technical
"“If AI erodes people's belief in photography, then we have problems” – we talk AI and cameras with the winner of the Sony World Photography Awards 2025",We can't afford to be disconnected from photography because of AI image generation,"British photographer Zed Nelson scoops SWPA's $25,000 top prize
10 category winners announced
The exhibition is open to the public at London’s Somerset House until May 5
""In a tiny fraction of Earth's history, humans have altered the world beyond any... [6892 chars]",technical
"‘Don’t ask what AI can do for us, ask what it is doing to us’: are ChatGPT and co harming human intelligence?",Recent research suggests our brain power is in decline. Is offloading our cognitive work to AI driving this trend?,"Imagine for a moment you are a child in 1941, sitting the common entrance exam for public schools with nothing but a pencil and paper. You read the following: “Write, for no more than a quarter of an hour, about a British author.”
Today, most of us w... [10834 chars]",technical
"Musk and AI among biggest threats to brand reputation, global survey shows",Appraisal of international public affairs leaders warned companies against aligning with ‘polarizing’ Trump ally,"Associating with the Donald Trump administration’s multibillionaire adviser Elon Musk and misusing artificial intelligence are among the most surefire ways for companies to damage their brands, a new survey of more than 100 international public affai... [4921 chars]",technical
"Quebec says no special recruitment measures to attract U.S. doctors, scientists",MONTREAL — Quebec doesn't plan to create any special measures to attract U.S.-based doctors and scientists seeking to flee that country over mass layoffs and cuts to health programs.,"MONTREAL — Quebec doesn't plan to create any special measures to attract U.S.-based doctors and scientists seeking to flee that country over mass layoffs and cuts to health programs.
While several provinces are implementing measures to accelerate doc... [1177 chars]",medicine
"Boy, 7, dies after woman 'sends poisoned Easter egg to ex's boyfriend's family'",The child's mother and 13-year-old sister are fighting for their lives in hospital after allegedly eating the poisoned Easter egg,"Our community members are treated to special offers, promotions and adverts from us and our partners. You can check out at any time. More info
A woman has been arrested on suspicion of sending poisoned Easter eggs to her ex-boyfriend's new girlfriend... [2109 chars]",medicine
"NDP wealth tax would raise $94.5B, pay for worker tax cut and health-care improvements","The party released its platform Saturday, pledging to tax the extremely wealthy — a plan it says would help finance tens of billions in new spending, deliver a tax cut for workers and bolster and expand Canada's health-care system.","The New Democratic Party is promising to raise about $94.5 billion by taxing the extremely wealthy, a plan designed to help finance tens of billions in new spending, deliver a tax cut for workers and bolster and expand Canada's health-care system.
""I... [5219 chars]",medicine
"Israeli strikes on Gaza kill more than 90 people in 48 hours, say Palestinians","The dead include women and children sheltering in a designated humanitarian zone, said hospital staff.","ISRAELI STRIKES IN Gaza have killed more than 90 people in the past 48 hours, Gaza’s Health Ministry said, as Israeli troops increase attacks to pressure Hamas to release its hostages and disarm.
The dead include 15 people who were killed overnight, ... [2163 chars]",medicine
